edad;segmento;saldo_total;numero_productos;visitas_app_mes;usa_web;usa_tarjeta_credito;reclamos_6m;satisfaccion_encuesta;tasa_credito_personal;rango_ingresos;region;cerrara_cuenta
55;Estandar;0;3;6;0;1;0;1.1;47.16;Bajo;Costa;0
65;Preferente;22428.58;4;12;1;1;0;4.7;34.2;Bajo;Costa;0
32;Preferente;0;2;4;0;1;1;1.6;45.98;Medio;Costa;0
18;Preferente;20499.31;4;6;1;1;0;4.6;31.42;Medio;Costa;0
49;Preferente;0;5;7;1;0;0;1.2;33.37;Medio;Sierra;0
73;Estandar;23286.67;4;1;0;1;0;1.5;18.85;Bajo;Costa;0
59;Estandar;43251.29;2;6;1;1;0;4.2;30.11;Medio;Costa;0
23;Premium;48566.64;2;2;0;1;1;2.4;24.81;Bajo;Costa;0
56;Estandar;17013.23;4;7;1;1;1;2;32.38;Alto;Costa;0
66;Estandar;37283.67;5;9;1;0;0;1.2;47.19;Medio;Costa;0
21;Estandar;53752.08;5;6;1;0;0;1.6;31.71;Bajo;Costa;1
52;Estandar;25844.86;2;6;1;1;0;1.1;40.19;Medio;Costa;0
39;Estandar;8521.39;3;7;1;1;2;2.4;31.59;Bajo;Costa;0
29;Preferente;23787.64;2;7;0;1;0;2.8;46.54;Medio;Selva;0
24;Preferente;43362.47;2;8;1;1;0;4.3;21.88;Alto;Sierra;0
18;Premium;34217.75;1;6;1;1;0;4.8;29.55;Alto;Selva;0
47;Preferente;17293.37;3;6;1;1;0;2.1;20.03;Medio;Costa;0
22;Estandar;0;1;3;1;1;0;2.5;35.82;Medio;Sierra;0
27;Estandar;2383.08;2;5;1;1;0;2.3;45.84;Alto;Costa;1
71;Premium;46792.1;3;4;0;1;1;1.9;24.33;Medio;Selva;0
24;Estandar;16832.16;4;5;1;1;1;3.9;42.33;Medio;Sierra;0
39;Preferente;37161.3;2;12;0;1;0;3;30.16;Bajo;Costa;0
32;Estandar;27647.85;4;4;1;1;0;4.4;33.13;Medio;Sierra;1
58;Preferente;11767.41;2;4;1;1;0;1.2;32.52;Bajo;Costa;1
25;Estandar;16331.28;1;7;0;0;0;4.7;36.33;Bajo;Sierra;0
47;Preferente;10732.57;3;6;1;0;0;4.7;24.7;Medio;Costa;0
58;Preferente;38065.76;3;8;1;1;0;2.5;45.12;Medio;Costa;0
57;Estandar;11145.89;1;3;0;1;0;4.9;40.13;Bajo;Selva;0
34;Estandar;51955.38;5;3;1;0;0;3;32.18;Bajo;Selva;0
42;Preferente;27524.34;4;4;0;0;1;1.4;19.24;Alto;Costa;0
37;Estandar;3348.36;4;5;1;1;0;3.9;33.19;Alto;Sierra;0
63;Estandar;39524.73;4;5;1;0;0;2.2;50.3;Muy Alto;Costa;0
56;Estandar;5845.08;2;5;1;0;2;2.7;37.74;Bajo;Costa;0
61;Preferente;0;5;4;1;1;2;4.4;48.02;Bajo;Selva;0
67;Preferente;35989.7;4;8;1;1;0;3.7;30.64;Medio;Costa;0
18;Estandar;23530.53;3;9;1;1;0;3.3;44.64;Medio;Sierra;0
58;Preferente;24276.63;3;7;1;1;2;2.4;35.87;Medio;Costa;0
26;Premium;0;1;8;1;1;1;3.5;35.08;Medio;Costa;0
22;Estandar;23129.34;3;3;1;0;1;1.8;34.58;Muy Alto;Costa;1
58;Premium;36605.89;5;2;1;0;0;3.5;25.26;Bajo;Costa;0
59;Preferente;23143.24;1;9;0;1;0;3.5;36.69;Medio;Selva;0
65;Estandar;6761.89;4;4;1;0;0;2.9;33.12;Bajo;Costa;0
51;Estandar;5752.98;3;4;0;0;1;3.5;25.93;Alto;Selva;0
66;Estandar;22953.46;1;6;1;1;1;2.6;29.85;Alto;Costa;0
38;Estandar;43993.86;2;5;1;1;1;4.8;31.4;Bajo;Selva;0
50;Premium;11042.68;4;4;1;1;0;3.7;31.09;Bajo;Sierra;0
21;Estandar;36939.58;1;6;0;0;0;4.8;37.61;Medio;Sierra;0
36;Estandar;23798.2;5;4;0;1;2;3.1;36.95;Muy Alto;Selva;0
51;Preferente;5759.12;3;8;1;1;1;3.4;38.32;Bajo;Costa;0
18;Estandar;33650.87;5;9;1;1;0;4.8;53.13;Muy Alto;Costa;0
57;Estandar;28718.68;2;8;1;1;0;4.4;26.31;Medio;Selva;0
58;Estandar;30379.97;1;7;1;1;1;2.6;28.14;Alto;Costa;1
56;Estandar;43038.93;2;5;1;1;0;3.5;31.97;Bajo;Selva;0
52;Preferente;14430.2;5;2;1;1;1;4.1;34.78;Medio;Sierra;0
65;Preferente;7644.3;1;6;1;0;0;3.1;31.02;Medio;Costa;0
52;Estandar;0;3;7;0;0;0;3.8;39.45;Medio;Sierra;0
32;Estandar;13599.07;4;3;0;0;0;1.3;28.29;Medio;Selva;0
42;Estandar;32323.37;1;9;1;0;1;1.1;28.59;Medio;Selva;0
23;Estandar;50258;2;7;1;1;1;4.9;27.03;Alto;Costa;0
34;Preferente;0;1;2;1;1;0;1;44.4;Medio;Selva;0
22;Premium;17198.76;4;9;1;1;1;1.2;24.52;Medio;Sierra;0
42;Preferente;6513.04;2;6;1;1;0;3.2;30.69;Alto;Costa;0
74;Estandar;13399.56;5;8;1;0;0;3.6;30.38;Alto;Costa;0
30;Estandar;23029.9;1;6;1;0;1;2;47.94;Alto;Costa;0
33;Estandar;31778.27;5;4;0;0;1;4.2;43.39;Medio;Selva;0
47;Premium;12139.97;1;8;1;1;1;2.1;32.91;Medio;Costa;0
37;Estandar;416.16;5;5;1;1;1;1.1;39.93;Medio;Sierra;1
57;Estandar;15227.06;1;7;1;0;0;2.6;38.47;Medio;Costa;0
26;Estandar;4199.78;2;8;1;0;0;2.7;30.08;Alto;Sierra;0
41;Estandar;0;2;7;1;1;0;3.1;28.11;Alto;Sierra;1
26;Estandar;7321.12;5;4;1;0;0;3.4;23.04;Muy Alto;Costa;0
19;Preferente;0;3;2;1;0;1;4.7;33.95;Medio;Selva;0
39;Estandar;28468.25;3;5;1;1;1;1.3;50.01;Medio;Sierra;0
64;Premium;9135.11;2;6;1;0;0;4.6;32.61;Alto;Sierra;0
74;Estandar;26314.39;2;5;0;0;1;3.4;38.93;Medio;Selva;0
23;Estandar;24446.83;1;7;1;0;0;2.3;51.83;Bajo;Selva;0
22;Premium;5382.99;3;4;0;1;0;4;31.38;Alto;Costa;0
26;Estandar;41644.92;1;7;1;1;0;2.1;45.25;Bajo;Selva;0
30;Estandar;23186.17;3;3;1;1;0;3.8;42.62;Bajo;Costa;0
21;Preferente;18451.25;4;5;1;1;1;4.6;22.13;Alto;Costa;0
42;Estandar;44892.76;5;6;1;0;0;3.1;38.24;Alto;Costa;0
35;Preferente;0;2;7;1;1;0;1.3;37.16;Alto;Costa;0
55;Estandar;24443.98;5;7;1;1;0;1.3;39.61;Bajo;Costa;0
27;Premium;26616.85;4;5;0;0;0;2.5;39.16;Medio;Costa;0
55;Estandar;22776.26;2;5;0;0;1;1.1;38.94;Medio;Costa;0
67;Estandar;0;5;7;1;0;2;1.5;18.94;Medio;Sierra;1
53;Premium;0;5;3;0;1;2;1.5;10;Muy Alto;Sierra;0
20;Estandar;15110.69;5;10;1;0;1;2.6;52.15;Medio;Costa;0
34;Estandar;11191.53;2;8;1;1;0;2.1;45.51;Medio;Costa;0
45;Premium;23821.11;5;9;1;0;1;2.1;28.17;Alto;Costa;0
69;Preferente;1049.55;2;12;0;1;1;3.7;39.79;Medio;Costa;1
31;Estandar;21268.79;3;8;1;1;0;1.6;44.35;Medio;Costa;0
43;Estandar;0;2;8;0;1;0;2.2;30.08;Alto;Costa;0
52;Estandar;16186.28;4;6;1;0;1;4.3;32.84;Medio;Costa;1
25;Estandar;0;3;7;1;1;0;2.4;53.5;Medio;Costa;0
62;Estandar;26696.89;3;5;1;0;0;5;45.65;Bajo;Costa;0
59;Premium;0;1;6;1;0;0;2.1;33.61;Bajo;Sierra;0
68;Estandar;19778.04;5;5;0;0;1;3.8;42.66;Medio;Selva;0
48;Preferente;12728.25;4;10;1;1;1;1.7;31.96;Bajo;Sierra;0
48;Estandar;5830.14;2;9;1;0;0;5;30.78;Medio;Sierra;0
34;Preferente;24604.38;4;7;1;1;0;3.2;31.53;Medio;Costa;0
23;Estandar;25193.86;2;7;1;1;0;3.1;31.09;Muy Alto;Sierra;0
27;Preferente;31449.73;5;6;0;0;1;4.2;22.34;Medio;Costa;0
27;Estandar;13494.95;1;6;0;1;0;4.1;25.4;Medio;Costa;0
38;Estandar;8233.62;4;8;0;1;0;3.3;35.86;Medio;Costa;0
49;Estandar;16806.36;2;7;0;1;0;3.2;44.73;Medio;Costa;0
47;Estandar;0;4;1;0;1;0;4.3;35.42;Bajo;Costa;0
43;Preferente;11958.95;1;8;1;1;0;4.4;33.67;Bajo;Costa;0
71;Estandar;7760.77;5;2;1;1;0;3;29.66;Medio;Costa;0
47;Estandar;19762.51;3;4;0;0;1;4.3;34;Bajo;Sierra;0
66;Premium;31448.12;1;7;1;1;2;3.5;28.15;Bajo;Sierra;0
44;Estandar;50998.6;5;7;1;1;1;2.8;38.37;Bajo;Selva;0
34;Preferente;39547.01;4;3;1;1;0;4.4;36.86;Medio;Selva;0
28;Preferente;12094.89;4;3;0;1;1;3.2;25.67;Medio;Selva;0
45;Estandar;2630.73;2;7;1;0;0;2.6;41.37;Alto;Costa;0
53;Estandar;19603.72;2;8;1;1;1;3.9;43.78;Bajo;Selva;0
62;Preferente;21822.48;1;8;1;1;0;2.7;39.27;Bajo;Costa;0
18;Estandar;24817.64;3;3;1;1;1;1.6;39.51;Alto;Costa;0
46;Preferente;281.47;5;6;0;1;0;5;37.82;Bajo;Costa;0
18;Estandar;9824.35;1;8;0;0;0;1.9;36.35;Medio;Sierra;0
20;Premium;18608.3;3;12;0;1;1;3.8;24.95;Muy Alto;Sierra;0
71;Preferente;40011.2;4;3;1;1;0;3.8;25.19;Medio;Sierra;0
26;Preferente;42304.12;1;8;0;0;2;1.5;43.75;Bajo;Costa;0
64;Estandar;8616.53;1;3;1;0;0;4.6;37.37;Medio;Costa;0
60;Estandar;829.17;4;3;0;1;0;2.7;36.05;Alto;Sierra;0
42;Estandar;36856.49;5;6;1;0;0;4.6;29.3;Medio;Costa;0
50;Estandar;24989.07;1;7;0;1;0;3.7;23.71;Alto;Sierra;0
59;Preferente;22038.14;3;9;1;0;0;3.3;41.1;Muy Alto;Costa;0
44;Premium;36378.22;3;4;1;1;0;3.1;35.3;Medio;Sierra;0
27;Preferente;33048.22;5;5;1;1;0;3.9;14;Medio;Sierra;0
23;Estandar;32058.12;5;9;0;1;0;2.8;30.33;Medio;Costa;0
57;Estandar;12766.83;2;5;0;0;0;4.3;15.84;Alto;Costa;0
50;Estandar;17179.88;4;11;1;1;0;1.4;39.39;Alto;Costa;0
47;Estandar;6295.31;3;6;0;1;0;2.7;31.94;Alto;Costa;1
25;Premium;26767.5;4;5;0;1;2;4.3;20.79;Bajo;Sierra;0
60;Premium;22620.45;2;6;1;0;2;2.4;19.39;Bajo;Costa;0
19;Estandar;22836.99;4;10;1;0;1;4.5;36.14;Alto;Sierra;0
63;Estandar;45140.81;5;6;1;1;0;1.8;27.33;Muy Alto;Costa;0
49;Estandar;15640.98;2;6;0;1;0;1.2;29.47;Medio;Costa;1
23;Estandar;5654.02;1;10;0;0;1;2;31.61;Bajo;Sierra;1
48;Preferente;22531;2;6;1;0;0;3.9;36.57;Bajo;Costa;0
36;Preferente;27599.8;3;5;1;1;0;3;44.43;Medio;Costa;0
54;Estandar;29442.94;2;4;1;0;0;1.2;42.49;Bajo;Costa;0
44;Estandar;0;4;5;1;1;0;4.1;38.48;Alto;Costa;0
57;Estandar;0;5;8;1;1;1;2;30.07;Medio;Costa;0
28;Preferente;8673.25;1;5;1;1;0;2.6;34.43;Medio;Selva;0
62;Estandar;10358.26;1;3;1;1;1;2.1;28.73;Alto;Sierra;0
23;Estandar;20203.24;4;4;1;0;0;3.2;21.74;Medio;Costa;1
37;Estandar;14039.46;2;7;1;0;0;3.2;36.91;Bajo;Costa;0
20;Preferente;27874.75;5;4;1;0;1;3.9;13.27;Medio;Sierra;0
41;Preferente;8455.05;3;3;1;1;0;4.9;43.3;Bajo;Sierra;0
49;Preferente;16118.14;4;7;0;1;1;3.9;28.92;Muy Alto;Selva;0
56;Estandar;22300.55;4;4;1;0;0;2.8;22.94;Bajo;Costa;1
33;Estandar;19143.72;5;7;0;1;0;1.9;28.13;Medio;Costa;0
54;Preferente;0;3;11;1;0;1;2.6;32.59;Alto;Selva;0
44;Preferente;35226.27;4;4;1;1;0;2.1;28.79;Alto;Costa;0
21;Estandar;18085.32;3;7;0;0;0;3.1;26.05;Alto;Selva;0
18;Preferente;15513.55;3;9;0;1;2;2.2;43.78;Muy Alto;Sierra;1
61;Estandar;0;5;6;0;1;0;3.1;30.95;Medio;Costa;0
42;Estandar;21205.2;2;4;0;1;0;1.4;37.16;Bajo;Selva;0
19;Preferente;39790.61;3;5;1;1;0;2.9;39.07;Medio;Costa;0
41;Estandar;38943.98;2;9;0;1;2;1.9;28.76;Medio;Costa;0
45;Preferente;25021.56;1;3;1;0;0;4.1;32.66;Medio;Selva;0
57;Preferente;5241.42;1;8;1;0;0;2.8;24.19;Medio;Costa;0
65;Estandar;30046.32;4;9;1;1;1;1.2;37.06;Alto;Costa;1
54;Premium;30662.5;4;10;1;1;1;3.8;28.13;Alto;Sierra;0
38;Estandar;26599.87;3;7;1;1;0;4.2;31.96;Medio;Sierra;0
21;Estandar;18213.45;3;7;1;1;2;4.7;40.63;Alto;Costa;0
18;Premium;25946.78;2;3;0;0;0;4;42.95;Medio;Selva;0
45;Preferente;10743.32;5;3;0;1;2;1.6;51.15;Bajo;Sierra;0
56;Estandar;21489.93;2;7;1;1;1;3.1;30.37;Medio;Sierra;0
63;Preferente;37022;3;1;1;0;1;2.4;40.81;Bajo;Selva;0
41;Estandar;42569.05;1;8;0;1;0;2.5;53.36;Medio;Costa;0
18;Preferente;34231.12;3;8;0;1;0;4.4;42.78;Alto;Costa;0
45;Premium;53744.25;5;5;1;1;1;3;30.19;Muy Alto;Costa;0
19;Estandar;12560.56;5;3;1;1;0;3.5;45.95;Alto;Sierra;0
18;Estandar;3369.23;2;4;1;1;1;1.9;25.81;Bajo;Sierra;0
46;Estandar;13573.87;4;5;0;1;1;2.7;52.32;Medio;Costa;0
32;Premium;24475.87;5;4;1;1;2;2.7;31.79;Bajo;Costa;0
39;Estandar;3144.23;5;8;1;1;0;1.8;37.72;Bajo;Sierra;0
27;Preferente;13881.71;3;6;1;1;0;4.4;31.61;Bajo;Sierra;0
25;Preferente;0;5;8;1;1;2;2.7;35.91;Muy Alto;Selva;0
59;Premium;31166.37;4;6;1;0;0;3.8;23.86;Medio;Costa;0
36;Preferente;5434.46;2;10;1;1;0;1.9;35.64;Alto;Sierra;0
32;Preferente;19628.09;3;9;1;1;0;4.6;43.5;Bajo;Selva;0
29;Estandar;38504.44;2;4;1;0;1;1.5;38.02;Medio;Costa;0
60;Estandar;9536.36;3;7;1;0;1;2.5;38.07;Medio;Selva;0
37;Estandar;16045.83;4;4;1;1;1;3.6;40.12;Alto;Selva;0
44;Estandar;18090.71;3;9;1;1;0;3.8;26.37;Medio;Costa;0
49;Estandar;0;4;8;0;0;0;2;56.1;Medio;Selva;0
71;Preferente;14987.51;5;4;1;1;1;3.1;27.68;Medio;Costa;0
57;Estandar;55104.23;1;4;1;0;0;1.3;25.32;Alto;Sierra;0
24;Estandar;16264.62;3;7;0;1;0;1.2;39.42;Alto;Costa;0
69;Estandar;24896.09;4;8;0;1;0;2.9;52.43;Bajo;Costa;0
25;Estandar;23291.78;4;3;1;0;1;4.6;31.12;Medio;Selva;1
23;Estandar;22806.53;3;5;1;1;0;4.8;44.58;Bajo;Sierra;0
73;Premium;22540.22;1;3;1;1;0;1.4;35.06;Bajo;Sierra;0
65;Premium;7287.44;4;4;1;0;0;1.8;28.52;Medio;Costa;0
18;Estandar;20276.94;4;4;0;1;1;3.5;39.56;Medio;Costa;0
25;Estandar;17420.55;4;3;1;1;0;4.8;36.17;Medio;Sierra;0
39;Estandar;55445.7;4;0;1;1;0;1.2;36.4;Alto;Costa;0
46;Premium;16256.31;2;7;1;0;0;2.5;25.57;Bajo;Costa;0
36;Preferente;24239.05;3;7;1;0;0;4.5;40.42;Bajo;Costa;0
70;Estandar;38150.33;2;7;1;0;1;3.9;21.19;Alto;Costa;0
71;Preferente;43926.43;1;5;0;1;0;3.5;33.93;Alto;Sierra;0
40;Estandar;36609.39;5;6;1;1;0;3.4;27.92;Bajo;Costa;0
56;Premium;29427.86;3;4;0;1;1;1.6;37.94;Medio;Sierra;0
45;Estandar;31989.88;2;1;1;1;0;1;26.91;Alto;Costa;0
34;Preferente;7014.76;5;8;1;1;1;3.9;36.76;Medio;Costa;0
51;Estandar;26796.98;2;5;0;0;2;2.8;43.78;Bajo;Selva;0
19;Preferente;31517.89;4;3;0;0;1;4.5;33.51;Medio;Costa;0
39;Estandar;0;1;6;0;0;2;4.5;40.48;Muy Alto;Selva;0
65;Estandar;12607.28;5;2;1;1;2;2.5;41.19;Medio;Selva;0
68;Estandar;16178.62;2;6;0;1;0;3.5;35.14;Medio;Sierra;0
64;Preferente;5988.68;1;7;0;1;0;3.2;11.69;Medio;Sierra;0
66;Estandar;0;4;6;0;1;2;1.7;33.93;Medio;Selva;1
49;Estandar;30807.08;4;6;1;1;2;3.7;38.61;Medio;Costa;0
34;Estandar;8694.13;4;1;0;1;0;3.5;30.67;Bajo;Costa;0
20;Estandar;49309.81;5;8;1;1;0;1.5;27.13;Medio;Costa;1
39;Estandar;0;4;3;1;1;1;2.9;23.3;Medio;Sierra;0
57;Estandar;17653.96;2;4;1;0;0;2.8;47.52;Medio;Costa;0
25;Estandar;16634.53;1;2;1;1;1;2.2;46.89;Medio;Selva;0
18;Estandar;6064.77;2;8;0;1;0;2.6;32.29;Medio;Selva;0
46;Premium;508.56;3;8;0;0;0;2;34.94;Bajo;Sierra;0
40;Preferente;39651.94;1;4;0;0;1;4.5;44.89;Bajo;Costa;0
40;Estandar;13829.31;2;5;0;0;0;2.7;36.64;Bajo;Selva;0
21;Preferente;2865.61;5;8;1;1;0;1.8;34.73;Medio;Costa;0
57;Preferente;11786.66;5;5;1;1;1;4.9;40.59;Alto;Sierra;0
33;Preferente;45655.26;5;9;1;0;0;4.1;37.14;Medio;Selva;0
54;Estandar;40227.57;3;6;0;1;0;4;32.79;Medio;Sierra;0
50;Estandar;6111.38;5;6;0;1;0;1.7;31.49;Alto;Costa;0
18;Estandar;0;3;5;1;1;0;1.1;35.63;Bajo;Sierra;0
25;Premium;18302.45;1;11;1;1;1;2.9;49.15;Medio;Costa;0
74;Estandar;32100.85;1;5;1;0;0;4.8;47.07;Medio;Sierra;0
43;Estandar;18863.66;3;5;0;1;0;2;42.26;Medio;Costa;0
35;Estandar;13045.72;3;5;1;0;0;1.1;38.51;Alto;Costa;0
38;Estandar;32064.37;5;5;1;0;1;4.4;33.44;Bajo;Sierra;0
59;Estandar;42344.03;1;7;1;1;0;4;17.55;Bajo;Costa;0
42;Estandar;19901.26;3;6;1;1;2;4.9;19.12;Medio;Sierra;0
60;Preferente;6212;1;2;1;0;1;1.8;29.42;Medio;Sierra;0
25;Estandar;17843.1;2;7;0;1;1;1.1;27.15;Bajo;Costa;0
51;Estandar;21050.41;4;8;1;1;0;4.8;31.43;Medio;Costa;1
37;Estandar;17258.06;4;5;0;1;0;4;37.54;Alto;Costa;0
35;Preferente;22692.1;3;8;0;0;0;2.1;37.61;Medio;Sierra;0
42;Preferente;13742.42;3;3;1;0;2;3.1;33.03;Medio;Sierra;0
47;Preferente;15934.12;3;7;1;1;0;2.4;35.79;Bajo;Costa;0
62;Preferente;5849.4;2;5;1;1;1;4;41.81;Alto;Sierra;0
53;Estandar;13930.78;3;4;1;0;0;4.8;37.15;Medio;Sierra;1
48;Preferente;31125.21;4;3;1;1;0;2.4;42.24;Bajo;Selva;0
68;Estandar;960.54;3;6;1;1;0;4.9;31.99;Bajo;Costa;0
40;Estandar;20897.76;5;5;0;1;0;1.8;41.74;Alto;Costa;0
42;Estandar;25477.89;5;7;1;0;0;3.4;33.12;Alto;Costa;0
54;Preferente;23863.94;1;5;1;0;0;1.9;36.52;Bajo;Sierra;0
44;Estandar;534.19;5;9;1;0;0;2.6;30.78;Medio;Costa;0
58;Estandar;33066.6;2;8;0;0;1;4.1;37.73;Muy Alto;Costa;0
21;Premium;0;3;5;0;1;0;3.4;42.25;Muy Alto;Costa;0
18;Preferente;3082.86;4;7;0;1;1;3.3;39.73;Medio;Costa;1
33;Estandar;19838.96;1;8;1;1;1;1.1;38.05;Bajo;Selva;0
24;Estandar;28285;4;6;0;0;0;2.5;30.4;Muy Alto;Sierra;0
29;Preferente;5514.16;5;4;0;1;0;1.5;32.51;Bajo;Costa;0
19;Preferente;24475.7;2;6;1;0;0;4.6;42.37;Medio;Costa;0
30;Estandar;21769.98;3;8;1;1;0;4.1;12.03;Bajo;Costa;1
46;Estandar;7823.59;2;4;1;1;0;2.8;29.7;Medio;Costa;0
63;Estandar;13067.52;2;8;1;1;1;3.6;25.01;Alto;Costa;0
43;Estandar;1081.43;2;7;1;0;0;2.7;38.52;Medio;Selva;0
58;Preferente;32977.7;3;7;1;1;0;4;40.93;Bajo;Sierra;0
44;Estandar;30629.79;2;5;1;1;1;2.6;33.75;Bajo;Costa;0
21;Estandar;4926.91;3;10;1;1;1;4.2;16.58;Muy Alto;Selva;0
36;Estandar;27527.4;3;5;1;0;0;2.9;31.16;Bajo;Costa;0
18;Estandar;4809.9;3;3;1;1;1;1.7;28.51;Medio;Costa;0
49;Preferente;39076.63;5;7;1;0;0;2.3;40;Bajo;Sierra;0
32;Estandar;24830.71;3;7;1;0;0;3.6;36.35;Bajo;Sierra;0
26;Preferente;39193.53;4;9;1;1;0;1.1;45.03;Medio;Sierra;1
35;Premium;9297.63;5;3;1;0;1;4.4;39.59;Medio;Costa;0
64;Estandar;38652.97;1;5;1;1;0;4.8;27.47;Medio;Sierra;0
58;Estandar;19713.3;1;6;1;0;1;3;40.18;Alto;Costa;0
51;Preferente;28081.3;4;8;1;1;0;1.1;35.46;Medio;Sierra;1
40;Estandar;18156.62;3;9;0;0;0;2.8;44.84;Muy Alto;Sierra;0
54;Preferente;6626.62;3;2;1;1;0;2.2;31.67;Bajo;Selva;0
37;Preferente;21806.8;4;6;1;0;1;1.6;40.7;Medio;Selva;0
22;Estandar;4827.64;2;5;1;1;0;2.4;47.9;Bajo;Costa;1
69;Estandar;14416.75;3;4;0;1;0;1.7;32.46;Medio;Selva;0
63;Preferente;6639.57;4;6;0;1;0;2.6;26.67;Medio;Selva;0
48;Estandar;2989.36;5;6;0;1;1;4.6;48.07;Medio;Sierra;0
18;Estandar;0;4;2;1;1;0;4.3;26.39;Medio;Costa;0
34;Estandar;37127.33;3;9;1;1;0;4.7;38.45;Alto;Sierra;1
73;Estandar;9206.19;4;4;1;0;0;4.5;33.09;Muy Alto;Sierra;0
45;Estandar;20557.62;4;7;1;0;0;3.7;20.78;Medio;Sierra;0
27;Estandar;45604.6;2;10;1;1;0;2.8;21.85;Alto;Costa;0
70;Preferente;19456.99;3;3;1;1;0;2.5;39.5;Medio;Costa;0
18;Preferente;16105.43;2;3;1;0;0;4.2;22.97;Medio;Selva;0
43;Preferente;1375.28;3;9;0;1;0;2.6;42.15;Muy Alto;Costa;1
46;Preferente;29913.46;3;7;1;0;0;1.1;21.3;Medio;Selva;0
68;Estandar;22596.19;1;7;1;1;0;1;46.38;Medio;Costa;0
30;Estandar;21897.09;3;3;1;0;0;3.7;43.04;Medio;Sierra;0
49;Estandar;21750.81;5;8;1;1;0;1.3;36.58;Alto;Sierra;0
33;Estandar;0;3;6;1;1;1;1.9;26.24;Medio;Costa;1
28;Premium;7989.97;1;4;1;1;0;2.1;28.86;Medio;Sierra;0
50;Estandar;19449.59;1;4;0;1;0;1.1;36.43;Medio;Sierra;0
71;Estandar;38950;3;8;1;1;0;2.5;33.03;Muy Alto;Costa;0
32;Preferente;26360.44;3;4;1;1;1;3;33.55;Medio;Selva;0
47;Estandar;16209.92;4;5;1;1;0;1.5;36.38;Bajo;Selva;0
60;Estandar;6465.6;4;10;0;0;0;2.1;35.29;Medio;Costa;0
32;Estandar;1094.61;2;7;1;0;1;2.1;34.52;Alto;Sierra;1
58;Estandar;49182.79;2;7;0;0;0;4.6;41.8;Alto;Sierra;0
35;Estandar;10788.74;1;5;1;0;2;4.1;29.98;Alto;Costa;0
37;Estandar;18557.27;4;5;1;0;1;1.4;39.38;Muy Alto;Selva;1
22;Estandar;13977.43;1;3;1;1;0;2.4;31.12;Medio;Costa;0
71;Preferente;18461.68;2;6;1;0;1;1;50.64;Bajo;Sierra;0
41;Estandar;4079.06;5;5;1;1;2;2.2;24.57;Medio;Costa;0
22;Estandar;9027.85;5;5;1;1;0;4.6;36.92;Medio;Costa;0
59;Preferente;27211.06;1;6;1;1;3;1.2;42.72;Alto;Sierra;0
25;Estandar;16846.58;3;11;1;0;0;3.7;36.14;Medio;Costa;0
33;Estandar;17692.82;3;6;1;0;0;4.1;31.71;Alto;Costa;0
40;Estandar;7674.87;4;6;0;0;0;3.3;22.4;Bajo;Selva;0
27;Premium;15067.03;2;3;0;1;1;3;36.82;Bajo;Costa;0
30;Preferente;28122.65;4;5;1;1;1;2.4;41.96;Alto;Costa;0
29;Preferente;19998.74;3;11;1;1;0;1.7;43.37;Bajo;Costa;0
31;Preferente;29498.54;4;1;0;0;0;4.6;54.29;Medio;Sierra;0
39;Estandar;16676.43;1;1;1;1;0;1.4;46.05;Alto;Costa;0
45;Preferente;11654.51;1;6;1;0;0;4.9;38.02;Medio;Selva;0
66;Preferente;11365.07;4;5;0;1;2;1.7;27.83;Medio;Costa;0
28;Preferente;12952.33;5;9;1;1;0;3.4;33.83;Bajo;Selva;0
23;Preferente;1565.64;4;7;1;1;0;2.6;40.88;Medio;Selva;0
45;Estandar;17638.36;5;9;0;1;1;2.9;35.7;Medio;Costa;1
23;Preferente;0;2;9;0;1;2;4.7;46.47;Bajo;Sierra;0
33;Preferente;25007.59;5;7;1;0;0;2;31.41;Alto;Costa;0
25;Preferente;29317.95;2;7;1;0;1;4.8;44.15;Alto;Selva;1
29;Estandar;15619.31;5;6;1;1;0;1.7;45.97;Medio;Costa;0
46;Estandar;11069.53;5;6;1;1;0;4.3;36.14;Medio;Costa;0
34;Estandar;9460.86;2;4;0;1;0;1.4;32.99;Bajo;Sierra;0
67;Premium;33932.15;3;6;0;0;0;2.6;22.38;Muy Alto;Costa;0
72;Preferente;17205.07;4;4;1;1;2;2.9;28.51;Muy Alto;Sierra;0
24;Estandar;17496.46;2;4;1;1;0;3.5;25.9;Medio;Selva;0
69;Estandar;18214.12;1;7;1;0;0;1.7;39.23;Bajo;Sierra;0
57;Premium;10846.77;4;5;1;1;2;4.3;38.93;Medio;Costa;0
29;Preferente;0;2;4;0;1;0;3.3;45.09;Medio;Sierra;0
74;Estandar;42048.01;4;8;1;0;1;1;30.09;Muy Alto;Costa;1
19;Estandar;21024.8;1;7;1;0;0;1.8;30.59;Medio;Selva;0
44;Preferente;19067.56;1;6;1;0;1;3.2;28.98;Medio;Sierra;0
46;Preferente;9782.41;1;7;1;1;0;2.2;42.93;Medio;Selva;0
64;Estandar;2737.66;2;4;1;1;0;2.4;45.04;Bajo;Sierra;0
19;Premium;1361.25;3;5;1;0;1;1.7;29.09;Bajo;Sierra;0
58;Estandar;32855.73;4;7;1;0;1;1.9;18.82;Alto;Costa;1
33;Preferente;36737.37;4;5;1;1;1;4;33.81;Medio;Sierra;0
44;Premium;7089.76;4;8;0;0;0;4.2;32.98;Medio;Costa;0
